abs_delta_rho,aligned_effect,bin,bin_hi,bin_lo,direction,direction_match,full_aligned_effect,pair_id,patch_fraction,recovery_vs_full,transfer_direction
2.079441541679836,0.26721840306009437,3,3.828641396489095,2.0794415416798357,a_to_b,1,0.3147066840916948,size-v2-iso_ratio-p0090-Scale_class_30_objects-vs-Scale_class_240_objects,1.4152717215243575,0.8491030428264944,fictional_to_iso
2.079441541679836,0.24138729249163204,3,3.828641396489095,2.0794415416798357,b_to_a,1,0.25682410148624446,size-v2-iso_ratio-p0090-Scale_class_30_objects-vs-Scale_class_240_objects,1.2784621309255686,0.9398934566293451,fictional_to_iso
0.6931471805599453,0.25479696766927495,1,1.3862943611198906,0.26570316573300556,a_to_b,1,0.2644667507839735,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_120_objects,0.7638243890020834,0.9634366774423102,fictional_to_iso
0.6931471805599453,0.2657094789256629,1,1.3862943611198906,0.26570316573300556,b_to_a,1,0.27226450869556307,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_120_objects,0.7965376599610532,0.975924038717695,fictional_to_iso
1.3862943611198906,0.23856403587470654,2,2.0794415416798357,1.3862943611198906,a_to_b,1,0.28959806488981044,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_240_objects,1.3317847264224434,0.8237763465908451,fictional_to_iso
1.3862943611198906,0.2318710286781267,2,2.0794415416798357,1.3862943611198906,b_to_a,1,0.24326741910058214,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_240_objects,1.2944209858001061,0.9531528288309605,fictional_to_iso
0.6931471805599453,-0.03943288887922369,1,1.3862943611198906,0.26570316573300556,a_to_b,0,-0.007762787848314856,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,-0.25531253781051666,5.079732906494897,fictional_to_iso
0.6931471805599453,-0.03090287728651875,1,1.3862943611198906,0.26570316573300556,b_to_a,0,-0.022290428504617932,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,-0.2000840478574493,1.386374303217929,fictional_to_iso
2.0794415416798357,0.30129829980967915,3,3.828641396489095,2.0794415416798357,a_to_b,1,0.3026717138761097,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_30_objects,1.3471723192942002,0.9954623639954915,fictional_to_iso
2.0794415416798357,0.3349077849522091,3,3.828641396489095,2.0794415416798357,b_to_a,1,0.36265445202922697,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_30_objects,1.4974478703953733,0.923490069067781,fictional_to_iso
1.3862943611198906,0.352220716251779,2,2.0794415416798357,1.3862943611198906,a_to_b,1,0.35837943439203856,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_60_objects,1.1464258244922314,0.9828150905179385,fictional_to_iso
1.3862943611198906,0.34364038315931666,2,2.0794415416798357,1.3862943611198906,b_to_a,1,0.41189964923942135,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_60_objects,1.1184981218158434,0.8342818057598582,fictional_to_iso
1.3862943611198906,0.02394939849019928,2,2.0794415416798357,1.3862943611198906,a_to_b,1,-0.013066120619957156,size-v2-iso_ratio-p0180-Scale_class_30_objects-vs-Scale_class_120_objects,0.30873979686903913,-1.8329387265581367,fictional_to_iso
